TraitID,Trait,ObsNum,ObsGRNum,AccSpecNum
1112,Seed presence or absence,52,0,52
3045,Seed projected perimeter,288,0,58
97,Seed protein content per seed mass,11854,0,2377
1107,Seed releasing height,5116,5116,112
349,Seed shape,1452,1265,713
610,Seed spread rate,2063,0,2045
98,Seed storage behaviour,12492,0,10161
1108,Seed structure type,4162,0,2054
3043,Seed surface area,1440,0,58
66,Seed terminal velocity,31123,522,2260
238,Seed thickness,6246,176,1357
1109,Seed viability,1827,0,190
3042,Seed volume,1152,0,58
239,Seed width,8784,112,1698
3044,Seed width to length ratio,288,0,58
1111,Seedbank density,43548,0,1631
2809,Seedbank duration,38929,0,1549
2807,Seedbank number of layers,40342,0,1586
2808,Seedbank thickness of top layer,33002,0,1447
159,Seedbank type,89951,136,3335
359,Seeding frequency,41,0,34
611,Seedling vigor,1989,0,1973
1113,Shoot aluminium (Al) content per shoot dry mass,3,3,1
1114,Shoot branching density,923,923,37
1123,Shoot branching number,923,923,37
704,Shoot calcium (Ca) content per shoot dry mass,281,83,203
775,Shoot carbon (C) content per shoot dry mass,676,126,138
1115,Shoot carbon (C) isotope signature (delta 13C),9,9,2
409,Shoot carbon/nitrogen (C/N) ratio,2600,192,2050
1116,Shoot cellulose content per shoot dry mass,3,3,1
1117,Shoot copper (Cu) content per shoot dry mass,81,0,21
1118,Shoot cyclicity,8634,42,2844
403,Shoot dry mass per plant (plant aboveground dry mass),37651,16615,728
1119,Shoot fresh mass,82,0,1
1120,Shoot fresh mass per shoot dry mass,116,0,116
1121,Shoot hemicellulose content per shoot dry mass,3,3,1
705,Shoot iron (Fe) content per shoot dry mass,161,80,98
1186,Shoot length to first flower,2041,2041,22
1122,Shoot lignin content per shoot dry mass,3,3,1
702,Shoot magnesium (Mg) content per shoot dry mass,281,83,203
703,Shoot manganese (Mn) content per shoot dry mass,161,80,98
404,Shoot necromass,126,126,88
1124,Shoot nickel (Ni) content per shoot dry mass,81,0,21
408,Shoot nitrogen (N) content per plant ,196,196,126
339,Shoot nitrogen (N) content per shoot dry mass,1405,206,210
1125,Shoot nitrogen (N) isotope signature (delta 15N),9,9,2
437,Shoot number of leaves,86,86,15
1126,Shoot organic nitrogen (N) content per shoot dry mass,115,0,115
340,Shoot phosphorus (P) content per shoot dry mass,1239,206,259
701,Shoot potassium (K) content per shoot dry mass,287,89,204
1127,Shoot sodium (Na) content per shoot dry mass,198,0,135
1128,Shoot sulfur (S) content per shoot dry mass,81,0,21
1129,Shoot zinc (Zn) content per shoot dry mass,81,0,21
1447,Soil ergosterol content per soil dry mass or growth medium dry mass,21,21,19
1130,Species environmental indicator value according to Ellenberg: continentality,2827,0,2645
1131,Species environmental indicator value according to Ellenberg: light,5596,0,3128
1132,Species environmental indicator value according to Ellenberg: moisture,5883,0,2974
1133,Species environmental indicator value according to Ellenberg: nitrogen,6959,0,3131
1134,Species environmental indicator value according to Ellenberg: pH ,6593,0,3163
1135,Species environmental indicator value according to Ellenberg: salt tolerance,5387,0,3123
1136,Species environmental indicator value according to Ellenberg: temperature,3302,0,2693
1137,Species generation overlap,8621,0,2816
3101,Species genotypic heterogametic,41,0,39
3094,Species habitat characterization: aridity index,25,0,25
3095,Species habitat characterization: general description,100,0,25
3093,Species habitat characterization: potential evapotranspiration,25,0,25
3092,Species habitat characterization: precipitation,25,0,25
3091,Species habitat characterization: soil hydrology,25,0,25
3096,Species habitat characterization: vegetation type,84533,0,12169
2942,Species important species diagnostic traits,777,0,684
3063,Species invasion introduction year,82,0,82
3099,Species karyotype homoporphic/heteromorphic,43,0,41
3100,Species molecular basis: Y / W dominance,12,0,10
1138,Species nutrient requirements,4769,0,2206
1139,Species occurrence rang: typical abundance where naturally occurring,1532,0,1126
1140,Species occurrence range characteristics,49339,0,2399
1141,Species occurrence range: elevation range,939,0,536
826,Species ocurrence range: altitude of origin,2726,0,1414
822,Species ocurrence range: characteristical ecological ocurrence range,1476,88,1457
825,Species ocurrence range: climate type,40531,31201,7304
823,Species ocurrence range: continentality,13763,0,3177
244,Species ocurrence range: endemism,4949,303,3890
824,Species ocurrence range: invasiveness,401,319,227
242,Species ocurrence range: mode of introduction,1017,0,908
218,Species ocurrence range: native vs invasive,56108,5230,25053
243,Species ocurrence range: neophyt status,312,0,268
200,Species ocurrence range: number of floristic zones,2657,0,2626
827,Species ocurrence range: origin zonal,6238,0,3662
1142,Species pH requirement ,3233,418,562
230,Species phyto-sociological group,7477,0,2914
2816,Species range: Highland or lowland vicariant of a genus,893,893,112
208,Species reproduction type,4108,0,3660
1143,Species sex: monoecious or dioecious,2807,2784,33
1144,Species soil moisture requirements,966,0,453
3098,Species sporophytic chromosome number,7884,0,2523
1146,Species start of CGO formation versus reproduction,8747,0,2859
1145,Species status (nativity at growth location),2482,0,1835
196,Species strategy type according to Grime,4060,0,3288
762,Species understory/overstory,13,0,13
574,Species US Federal T/E Status,61,0,61
575,Species US Wetland Indicator,1202,0,1197
1250,Species yield power class,25,25,1
625,Stem (wood) aluminium (Al) content per stem (wood) dry mass,9,9,6
631,Stem (wood) antimony (Sb) content per stem (wood) dry mass,9,9,6
639,Stem (wood) arsenic (As) content per stem (wood) dry mass,9,9,6
633,Stem (wood) cadmium (Cd) content per stem (wood) dry mass,9,9,6
623,Stem (wood) calcium (Ca) content per stem (wood) dry mass,39,39,11
407,Stem (wood) carbon (C) content per stem dry mass,2024,1703,399
165,Stem (wood) carbon/nitrogen (C/N) ratio,245,245,174
640,Stem (wood) chromium (Cr) content per stem (wood) dry mass,9,9,6
636,Stem (wood) copper (Cu) content per stem (wood) dry mass,39,39,11
626,Stem (wood) iron (Fe) content per stem (wood) dry mass,39,39,11
634,Stem (wood) lead (Pb) content per stem (wood) dry mass,9,9,6
624,Stem (wood) magnesium (Mg) content per stem (wood) dry mass,36,36,8
2994,Stem (wood) manganese (Mn) content per dry mass,30,30,5
630,Stem (wood) mercury (Hg) content per stem (wood) dry mass,9,9,6
632,Stem (wood) molybdenum (Mo) content per stem (wood) dry mass,9,9,6
635,Stem (wood) nickel (Ni) content per stem (wood) dry mass,9,9,6
628,Stem (wood) potassium (K) content per stem (wood) dry mass,39,39,11
627,Stem (wood) sodium (Na) content per stem (wood) dry mass,9,9,6
629,Stem (wood) sulfur (S) content per stem (wood) dry mass,39,39,11
637,Stem (wood) thallium (Ti) content per stem (wood) dry mass,9,9,6
638,Stem (wood) zinc (Zn) content per stem (wood) dry mass,39,39,11
1261,Stem circumference,156,156,15
1147,Stem coarse woody debris (CWD) acetals content per stem CWD,10,10,1
1148,Stem coarse woody debris (CWD) alkyls content per stem CWD,10,10,1
1149,Stem coarse woody debris (CWD) aluminium (Al) content per stem CWD,6,6,2
1150,Stem coarse woody debris (CWD) aromatic content per stem CWD,10,10,1
1151,Stem coarse woody debris (CWD) bark fraction,14,14,8
1152,Stem coarse woody debris (CWD) calcium (Ca) content per stem CWD,82,81,20
1153,Stem coarse woody debris (CWD) carbon (C) content per stem CWD,61,61,13
1154,Stem coarse woody debris (CWD) carbon/nitrogen (C/N) ratio,69,69,25
1155,Stem coarse woody debris (CWD) carboxyls content per stem CWD,10,10,1
1156,Stem coarse woody debris (CWD) cellulose content per stem CWD,30,29,13
1157,Stem coarse woody debris (CWD) decomposition rate,1199,1191,160
1158,Stem coarse woody debris (CWD) decomposition rate constant,1644,1587,284
1159,Stem coarse woody debris (CWD) iron (Fe) content per stem CWD,11,11,3
1160,Stem coarse woody debris (CWD) lignin content per stem CWD,35,34,16
1161,Stem coarse woody debris (CWD) lignin/nitrogen ratio,15,15,5
1162,Stem coarse woody debris (CWD) magnesium (Mg) content per stem CWD,82,81,20
1163,Stem coarse woody debris (CWD) manganese (Mn) content per stem CWD,24,24,6
1164,Stem coarse woody debris (CWD) N-alkyl content per stem CWD,10,10,1
1165,Stem coarse woody debris (CWD) nitrogen (N) content per stem CWD,142,141,37
1166,Stem coarse woody debris (CWD) O-alkyl content per stem CWD,10,10,1
1167,Stem coarse woody debris (CWD) pH,6,6,1
1168,Stem coarse woody debris (CWD) phenolics content per stem CWD,14,14,5
1169,Stem coarse woody debris (CWD) phosphorus (P) content per stem CWD,87,86,20
1170,Stem coarse woody debris (CWD) potassium (K) content per stem CWD,90,89,20
1171,Stem coarse woody debris (CWD) protein content per stem CWD,4,4,4
1172,Stem coarse woody debris (CWD) rot type,445,445,115
1173,Stem coarse woody debris (CWD) sodium (Na) content per stem CWD,37,37,8
1174,Stem coarse woody debris (CWD) sulfur (S) content per stem CWD,12,12,3
1175,Stem coarse woody debris (CWD) wood fraction,14,14,8
1259,Stem coarse woody debris (CWD) zinc (Zn) content per stem CWD,5,5,1
1176,Stem color,771,771,637
170,Stem conduit cross-sectional area (vessels and tracheids),3752,750,3271
169,Stem conduit density (vessels and tracheids),16382,885,7518
281,Stem conduit diameter (vessels; tracheids),14530,821,6338
1177,Stem conduit length,277,260,153
172,Stem conduit lumen cross-sectional area (vessels and tracheids) per stem sapwood cross-sectional are,2609,377,2514
378,Stem cross-sectional area,80,0,80
801,Stem cross-sectional area at base,122,122,18
377,Stem cross-sectional area tissue types: pith; xylem; others,240,0,80
386,Stem cross-sectional area: fraction of cell wall,32,0,32
384,Stem cross-sectional area: fraction of collenchyma cell wall,32,0,32
382,Stem cross-sectional area: fraction of tissue other than pith or xylem,80,0,80
381,Stem cross-sectional area: fraction of xylem,80,0,80
383,Stem cross-sectional area: fraction of xylem cell wall,48,0,48
385,Stem cross-sectional area: fraction pith cell wall,32,0,32
21,Stem diameter,125292,120469,3730
524,Stem dry mass per ground area,93,28,10
128,Stem dry mass per plant,6420,5436,713
136,Stem dry mass per plant dry mass,515,349,180
1181,Stem dry mass per stem fresh mass (stem dry matter content; StDMC),527,285,96
4,Stem dry mass per stem fresh volume (stem specific density; SSD; wood density),42459,18229,11044
1256,Stem emergences (pubescence; hairs; spines; thorns),3990,3990,758
1182,Stem form (stem crossectional type),6165,6165,637
374,Stem fraction of cell wall in collenchym,6,0,6
373,Stem fraction of cell wall in pith,4,0,4
372,Stem fraction of cell wall in xylem,47,0,47
797,Stem fraction of collenchym,19,0,19
380,Stem fraction of pith,80,0,80
1183,Stem heartwood biomass per ground area,81,0,10
2820,Stem image,771,771,637
402,Stem internode area,82,82,72
401,Stem internode cross-sectional area per leaf surface area,82,82,72
393,Stem internode length,369,360,137
395,Stem internode mass per stem metamer mass,82,82,72
1184,Stem latex production,816,816,668
326,Stem length,968,890,320
1187,Stem longevity,1636,0,1222
529,Stem nitrogen (N) content per plant,3,3,1
670,Stem nitrogen (N) content per plant nitrogen (N) content,20,0,10
406,Stem nitrogen (N) content per stem dry mass,2420,1950,431
799,Stem nitrogen (N) content per stem dry mass vs leaf nitrogen (N) content per leaf dry mass,1,1,1
528,Stem nitrogen (N) content per unit ground area,6,6,1
686,Stem nitrogen/phosphorus (N/P) ratio,191,0,189
616,Stem phosphorus (P) content per stem dry mass,1523,1296,272
1233,Stem pith type,767,578,493
2819,Stem presence,816,816,668
527,Stem respiration growth coefficient,1,1,1
519,Stem respiration rate per stem dry mass,920,626,22
521,Stem respiration rate per stem nitrogen (N) content,58,58,2
520,Stem respiration rate per stem surface area,26756,26686,49
532,Stem respiration rate per stem volume,468,462,12
522,Stem respiration temperature dependence,940,856,53
171,Stem sapwood cross-sectional area per supported leaf surface area (Huber value),612,603,380
476,Stem sapwood volume per stem volume,8,8,2
1188,Stem self-supporting,2446,0,1718
3068,Stem slenderness (plant height per diameter at breast height (dbh)),66,66,66
394,Stem specific internode mass,82,82,72
530,Stem surface area per stem dry mass,3,3,2
531,Stem surface area per stem volume,1,1,1
1189,Stem surface patterning,1542,1542,637
676,Stem total non-structural carbon (TNC) content per stem dry mass,20,0,10
3009,Stem volatile carbon (C) content per dry mass,63,0,62
362,Stem volume,195,118,94
780,Stomata area per leaf area,113,0,60
1265,Stomata conductance at nighttime,525,525,4
481,Stomata conductance model parameter (Ball-Berry; Jarvis; Leuning),321,222,51
45,Stomata conductance per leaf area,12751,7931,2309
3087,Stomata conductance per leaf area at turgor loss point,25,0,25
106,Stomata conductance per leaf dry mass,1408,59,119
428,Stomata conductance: leaf osmotic potential at final reduction,40,0,34
427,Stomata conductance: leaf osmotic potential at initial reduction,40,0,34
430,Stomata conductance: vapor pressure deficit at final reduction,37,0,34
429,Stomata conductance: vapor pressure deficit at initial reduction,37,0,34
68,Stomata cross-sectional area,109,0,56
63,Stomata density,6413,5045,542
781,Stomata distribution to ab- and adaxial leaf surfaces,1785,815,1266
733,Stomata guard cell length,50,50,22
67,Stomata index (number of stomata per epidermis cells),142,29,79
1190,Stomata length,352,352,4
735,Stomata pore area per leaf surface area (abaxial; adaxial; total),90,90,24
734,Stomata pore length,32,32,16
1191,Stomata surface area,352,352,4
1192,Stomata width,352,352,4
1193,Tiller density: number of tiller per ground area,198,198,5
1194,Tillering type,8736,0,2848
2310,Transport fine root arsenic (As) content per transport fine root dry mass,12,12,6
2353,Transport fine root branching intensity (branching ratio): number of transport fine roots per higher,18,18,8
2311,Transport fine root cadmium (Cd) content per transport fine root dry mass,12,12,6
2390,Transport fine root carbon (C) content not hydrolyzable in acid extractives per transport fine root ,8,8,8
2529,Transport fine root carbon (C) content per ground area,19,19,3
2528,Transport fine root carbon (C) content per soil dry mass,3,3,1
2295,Transport fine root carbon (C) content per transport fine root dry mass,41,25,10
2313,Transport fine root carbon/nitrogen (C/N) ratio,60,44,21
2364,Transport fine root cellulose carbon (C) content per transport fine root carbon (C) content,2,2,1
2314,Transport fine root chromium (Cr) content per transport fine root dry mass,12,12,6
2373,Transport fine root Cl- ion content per transport fine root dry mass,2,2,1
2349,Transport fine root conduit cell wall thickness,9,9,5
2342,Transport fine root conduit density: number of conduits per stele cross-section area,9,9,5
2345,Transport fine root conduit diameter,11,11,6
2315,Transport fine root copper (Cu) content per transport fine root dry mass,12,12,6
2331,Transport fine root cortex thickness,17,17,9
2543,Transport fine root debris decomposition rate constant ,8,8,8
2421,Transport fine root decomposition: fraction of transport fine root dry mass not decomposed to origin,38,38,8
2294,Transport fine root diameter,353,291,65
2519,Transport fine root dry mass fraction in respective root order,33,33,16
2307,Transport fine root dry mass per ground area,141,125,21
2444,Transport fine root growth: transport fine root dry mass production per ground area per year,2,2,1
2317,Transport fine root lead (Pb) content per transport fine root dry mass,12,12,6
2536,Transport fine root length density (RLD): transport fine root length per ground area,24,24,2
2521,Transport fine root length fraction in respective root order,36,36,8
2318,Transport fine root length per transport fine root dry mass (specific transport fine root length; SR,154,150,48
2486,Transport fine root length: distance from transport fine root base to tip,129,125,39
2385,Transport fine root lignin carbon (C) content per transport fine root C content,2,2,1
2320,Transport fine root nickel (Ni) content per transport fine root dry mass,12,12,6
2291,Transport fine root nitrogen (N) content per transport fine root dry mass,223,159,44
2292,Transport fine root nitrogen (N) isotope signature (delta 15N),6,6,1
2532,Transport fine root nitrogen (N) per soil dry mass,3,3,1
2321,Transport fine root persistence (lifespan; longevity),6,2,5
2305,Transport fine root phosphorus (P) content per transport fine root dry mass,34,18,3
2303,Transport fine root respiration rate per transport fine root dry mass,104,56,17
2289,Transport fine root rooting depth,15,15,6
2374,Transport fine root sodium (Na+) ion content per transport fine root dry mass,2,2,1
2337,Transport fine root stele diameter,29,25,13
2336,Transport fine root stele fraction: stele diameter divided by transport fine root diameter,12,0,8
2522,Transport fine root surface area fraction in respective root order,9,9,7
2325,Transport fine root surface area per transport fine root dry mass (specific transport fine root area,14,14,8
2293,Transport fine root tissue density (transport fine root dry mass per transport fine root volume),62,62,22
2304,Transport fine root total non-structural carbon (TNC) content per transport fine root dry mass,24,8,2
2300,Transport fine root vessel diameter,4,4,1
2343,Transport fine root xylem vessel density in stele: number of xylem vessels per square millimeter of ,1,1,1
2326,Transport fine root zinc (Zn) content per transport fine root dry mass,12,12,6
2965,Twig (branch smaller 2cm) calcium (Ca) content per dry mass,12,12,2
2966,Twig (branch smaller 2cm) copper (Cu) content per dry mass,12,12,2
1201,Twig (branch smaller 2cm) dry mass,708,708,73
2967,Twig (branch smaller 2cm) iron (Fe) content per dry mass,12,12,2
2969,Twig (branch smaller 2cm) magnesium (Mg) content per dry mass,12,12,2
2970,Twig (branch smaller 2cm) manganese (Mn) content per dry mass,12,12,2
2968,Twig (branch smaller 2cm) potassium (K) content per dry mass,12,12,2
1204,Twig (branch smaller 2cm) sapwood density,2406,2406,489
2971,Twig (branch smaller 2cm) sulfur (S) content per dry mass,12,12,2
2972,Twig (branch smaller 2cm) zinc (Zn) content per dry mass,12,12,2
691,Twig (fine branch smaller 2mm) carbon (C) content per twig dry mass,50,39,50
694,Twig (fine branch smaller 2mm) carbon/nitrogen (C/N) ratio,39,39,39
689,Twig (fine branch smaller 2mm) dry mass per twig fresh mass (twig dry matter content; TDMC),39,39,39
692,Twig (fine branch smaller 2mm) lignin content per twig dry mass,39,39,39
3017,Twig (fine branch smaller 2mm) loss of xylem hydraulic conductivity,25,25,1
690,Twig (fine branch smaller 2mm) nitrogen (N) content per twig dry mass,51,51,41
693,Twig (fine branch smaller 2mm) pH,39,39,39
828,Twig (fine branch smaller 2mm) phosporus (P) content per twig dry mass,51,51,41
1200,Twig diameter,4223,4222,586
1202,Twig length,604,604,71
1203,Twig(branch smaller 2cm) number of leaves per twig,839,839,105
1208,Vessel cell wall thickness per vessel diameter ,247,241,130
1209,Vessel grouping index,124,118,49
3090,Whole plant time until death,25,0,25
311,Wood aromatic,311,0,238
1211,Wood axial parenchyma types,5466,4411,3729
316,Wood burning splinter test,49,0,31
303,Wood cambial variant types,495,227,344
1212,Wood canals types,69,52,68
1213,Wood carbon (C) isotope signature (delta 13C),43,43,11
1260,Wood carbon/nitrogen (C/N) ratio,13,13,1
292,Wood cellular composition of rays,10657,0,5100
315,Wood chrome Azurol-S test,3,0,2
1214,Wood conduit pit fraction,178,161,103
1215,Wood conduit pit membrane thickness,92,89,34
304,Wood crystal types,12722,550,3601
3064,Wood density of wood fresh mass,286,286,104
800,Wood dry mass per plant,342,342,10
478,Wood dry mass per plant dry mass,475,475,119
1216,Wood fiber cell wall thickness,3528,2783,3127
289,Wood fiber lengths,15849,0,5759
1217,Wood fiber septate fibers present,132,93,132
1218,Wood fiber tension wood present,251,208,248
288,Wood fiber wall thickness,8201,0,4934
1219,Wood fiber-band types,152,136,149
1220,Wood fiber-pits types,3383,2678,3150
1221,Wood fibers absent,711,599,639
1222,Wood fibers absent in the center; present at the periphery of the stem,474,372,441
1223,Wood fibers not lignified,1,1,1
286,Wood fibre types,10661,1354,5559
314,Wood froth test,34,0,21
273,Wood growth ring distinction,27849,10349,9039
310,Wood heartwood color,9114,0,2969
312,Wood heartwood fluorescent,54,0,30
301,Wood intercellular canals,644,0,404
1224,Wood intervessel contact fraction,94,87,48
1225,Wood intervessel or intertracheid cell wall thickness,155,151,86
1226,Wood mechanical property: flexual stiffness; elasticity; rupture,157,157,46
1229,Wood nitrogen (N) content per wood dry mass,24287,24140,40
1230,Wood nitrogen (N) isotope signature (delta 15N),13,13,1
300,Wood oil and mucilage cells presence,438,0,210
1231,Wood outer pit aperture diameter,138,122,71
1232,Wood outer pit aperture diameter / interconduit pit size,136,120,69
290,Wood parenchyma characteristics,31935,0,5121
295,Wood ray cells perforated,671,0,595
1234,Wood ray types,11238,9077,3778
291,Wood ray width,7997,0,5067
298,Wood rayless,20,0,19
297,Wood rays per millimetre,7512,0,5061
564,Wood secretory elements,584,0,478
287,Wood septate fibres and parenchyma-like fibre bands,7537,0,5116
293,Wood sheath cells,771,0,674
565,Wood silica (SiO2) bodies,301,0,297
308,Wood silica content per wood dry mass,1156,0,403
299,Wood storied structure,1817,0,713
1235,Wood storied tissue types,160,124,157
294,Wood tile cells,66,0,55
1198,Wood total interconduit pit (membrane) surface area,192,171,119
285,Wood tracheids and fibres,782,0,682
302,Wood tubes,179,0,147
275,Wood vessel arrangement ,1308,0,911
420,Wood vessel bars per perforation plate,3749,0,1081
1236,Wood vessel cell-wall thickness,1121,928,1030
1237,Wood vessel density,4095,3273,3743
1238,Wood vessel diameter,4578,3663,3760
1239,Wood vessel distribution,6204,4951,3736
282,Wood vessel element length; stem conduit (vessel and tracheids) element length,15243,0,5801
276,Wood vessel grouping,3507,1035,2238
280,Wood vessel helical thickenings,2311,406,1087
1240,Wood vessel intervessel pits,4099,3296,3287
277,Wood vessel outline,2518,0,2154
278,Wood vessel perforation plates,14392,4676,9036
279,Wood vessel pits characteristics (vestured pits),34903,124,5184
419,Wood vessel scalariform perforations,1274,0,1100
283,Wood vessel tyloses and deposits,2766,0,1893
1241,Wood vessel tyloses with thin walls,194,156,190
1243,Wood vessel vestured pits,172,138,170
1244,Wood vessel-ray pits,185,150,175
1245,Wood vessel-walls not lignified,42,38,41
1246,Wood vessel: dark staining substances in vessels and/or fibers (gum; tannins),366,283,359
284,Wood vesselless (vessels absent),19,6,18
1205,Wood vessels surrounded by tracheids (vasicentric tracheids),1268,1174,588
1210,Wood vestures presence,1081,1037,557
313,Wood water & ethanol extracts: fluorescence & color,459,0,99
296,Wood with disjunctive ray parenchyma cell walls,564,0,506
1195,Wood xylem torus diameter,69,60,43
1196,Wood xylem torus diameter per outer pit apertuer diameter,67,58,42
1197,Wood xylem torus thickness,37,36,14
518,Woody area index (woody stem area per ground area),11,11,5
719,Xylem cavitation (embolism) vulnerability,8216,7924,769
